film,year_film,year_ceremony,category,imdb_score_x,num_voted_users_x,budget_x,language_x,country_x,gross_x,genres_x,num_user_for_reviews_x,duration_x,director_name
Wallace & Gromit in The Curse of the Were-Rabbit,2005,2006,ANIMATED FEATURE FILM,7.5,144505,30000000.0,English,UK,192641209,Animation|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,361,85,Spike Jonze
La Vie en Rose,2007,2008,ACTRESS IN A LEADING ROLE,7.6,90079,25000000.0,French,France,87484847,Biography,1,130,Lee Daniels
La Vie en Rose,2007,2008,MAKEUP,7.6,90079,25000000.0,French,France,87484847,Biography,1,130,Pedro Almodóvar
Adaptation,2002,2003,ACTOR IN A SUPPORTING ROLE,7.7,200702,19000000.0,English,USA,32801173,Comedy|Drama,791,115,Danis Tanović
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,ACTRESS IN A SUPPORTING ROLE,7.3,115251,10000000.0,English,USA,63649529,Drama,340,110,Yojiro Takita
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,WRITING (Adapted Screenplay),7.3,115251,10000000.0,English,USA,63649529,Drama,340,110,Jan Hřebejk
Divided We Fall,2000,2001,FOREIGN LANGUAGE FILM,7.6,5347,270000,Czech,Czech Republic,2046440,Comedy|Drama|War,67,117,Brad Silberling
Everybody Famous!,2000,2001,FOREIGN LANGUAGE FILM,6.9,3319,1870000,Flemish,Belgium,97353,Comedy|Drama|Music,38,97,Ron Howard
Mal¨¨na,2000,2001,CINEMATOGRAPHY,7.4,110246,10000000,Italian,Italy,14493284,Drama|Romance|War,301,108,Walter Salles
Mal¨¨na,2000,2001,MUSIC (Original Score),7.4,110246,10000000,Italian,Italy,14493284,Drama|Romance|War,301,108,Baz Luhrmann
