Movie,URL,Director,Writer,Rating,Genre,Production Country/Region,Release Year,Cast,Release Date,Duration,Language,Ratings,Plot Summary,Awards,Cast and Crew
英雄,https://movie.douban.com/subject/1306123/,张艺谋,李冯/张艺谋/王斌,7.6, 剧情 / 动作 / 武侠 / 古装,中国大陆/中国香港,2003,李连杰/梁朝伟/张曼玉/章子怡/陈道明/甄子丹,2002-12-19(中国大陆/香港),93,汉语普通话,325874,战国末期，燕、赵、楚、韩、魏、齐、秦七雄并起，惟秦国最为强大，急欲吞并六国一统天下，秦王（陈道明）因此成为六国大敌，各地不同的刺秦故事一直在上演，其中赵国刺客残剑（梁朝伟）、飞雪（张曼玉）、如月（章子怡）、长空（甄子丹）因名震天下的高超剑术，令秦王十年里没睡过一个安稳觉。/　　某日闻得长空已被名叫无名（李连杰）的秦国剑客杀死，秦王大喜急召其上殿相见，却也谨慎小心以防有诈，秦王和无名斗智斗勇的较量遂即展开。,"第23届中国电影金鸡奖(2003) 最佳导演最佳合拍片最佳美术最佳录音 张艺谋易振洲/霍廷霄陶经
第26届大众电影百花奖(2003) 最佳故事片 
第3届华语电影传媒大奖(2003) 最受欢迎华语电影 
第10届北京大学生电影节(2003) 中国电影杰出贡献奖最佳观赏效果奖 张艺谋","张艺谋YimouZhang 导演Director
李连杰JetLi 演员Actor(饰无名)
梁朝伟TonyLeungChiuWai 演员Actor(饰残剑)
张曼玉MaggieCheung 演员Actress(饰飞雪)
章子怡ZiyiZhang 演员Actress(饰如月)
陈道明DaomingChen 演员Actor(饰秦王)
甄子丹DonnieYen 演员Actor(饰长空)
刘仲元ZhongyuanLiu 演员Actor(饰老馆长)
郑天庸TianyongZheng 演员Actor(饰老仆)
秦焰YanQin 演员Actor(饰丞相)
常晓阳XiaoyangChang 演员Actor/Actress(饰将军)
孙芳ElizabethSung 演员Actress(饰FlyingSnow)
张亚坤YakunZhang 演员Actor
李冯FengLi 编剧Writer
张艺谋YimouZhang 编剧Writer
王斌BinWang 编剧Writer
江志强WilliamKong 制片人Producer
张艺谋YimouZhang 制片人Producer
张伟平WeipingZhang 执行制片人ExecutiveProducer
张震燕ZhenyanZhang 制片主任AssociateProducer
李少伟PhilipLee 策划LineProducer
谭盾TanDun 作曲Composer
伊扎克·帕尔曼ItzhakPerlman 演奏
王菲FayeWong 主题曲演唱Performer
张亚东YadongZhang 主题曲作曲Composer
杜可风ChristopherDoyle 摄影指导DirectorofPhotography
赵小丁XiaodingZhao 摄影师Cameraman
侯咏YongHou 协助摄影
翟茹RuZhai 
林安儿AngieLam 
霍廷霄TingxiaoHuo 艺术指导ProductionDesigner
易振洲ZhenzhouYi 艺术指导ProductionDesigner
武明MingWu 美术ArtDirector
和田惠美EmiWada 服装设计CostumeDesigner
关莉娜Lee-naKwan 化妆设计MakeupDesigner
杨树栋ShudongYang 化妆设计MakeupDesigner
杨晓海XiaohaiYang 化妆设计MakeupDesigner
仇小梅Siu-MuiChau 发型设计HairArtist
谭英群PopeyeYingKwanTam 发型师HairArtist
张进战JinzhanZhang 副导演AssistantDirector
陶经JingTao 录音
潘国瑜EllenPoon 视觉特效VisualEffects
程小东Siu-TungChing 动作导演ActionDirector
董玮WaiTung 动作指导ActionChoreography"
大只佬,https://movie.douban.com/subject/1300359/,杜琪峰/韦家辉,韦家辉/游乃海/欧健儿/叶天成,6.8, 剧情 / 动作 / 惊悚,中国香港/中国大陆,2004,刘德华/张柏芝/张兆辉/汤宝如/秦煌/黄华和/元彬,2003/9/27,92,粤语/英语/印地语,86736,大隻佬（刘德华饰）在跳艳舞时与前来扫黄的警花李凤仪（张柏芝饰）相遇，同时，重案组亦在附近调查一起印度人杀人案。大隻佬逃跑时与逃走的印度逃犯不期而遇，最后逃犯逃走了，大隻佬被当成了嫌犯抓回了警局。其实大隻佬以前是大陆一名武僧，因好友小翠惨死，悲伤过度在树下不慎打死小鸟，对着小鸟坐禅7天7夜因而获得能看到因果的能力——看到结果时，便能看到因由。他看到了小翠的死是因果，他打死小鸟是因果，因无法平静接受这一切，他还俗了。/　　这次，他看到了李凤仪，看到了日军在杀人，便知她罪业太重，会遭遇横祸。为了帮助这位心地善良的警花，他开始暗中帮助她，帮她屡破奇案，救她于危难，希望能帮她洗刷罪业……,,"杜琪峰JohnnieTo 导演Director
韦家辉Ka-FaiWai 导演Director
刘德华AndyLau 演员Actor
张柏芝CeciliaCheung 演员Actress
张兆辉Siu-FaiCheung 演员Actor
汤宝如KarenTong 演员Actress
秦煌WongChun 演员Actor
黄华和WahWoWong 演员Actor
元彬BunYuen 演员Actor
王文骏Man-ChunWong 演员Actor
戚务振VincentChi 演员Actor
谭天宝Tin-BoTam 演员Actor/Actress
韩国材KwokChoiHon 演员Actor
张珊萌ShanmengZhang 演员Actress(饰小翠)
于文仲WenzhongYu 演员Actor
黄志伟ChiWaiWong 演员Actor
韦家辉Ka-FaiWai 编剧Writer
游乃海Nai-HoiYau 编剧Writer
欧健儿Kin-YeeAu 编剧Writer
叶天成Tin-ShingYip 编剧Writer
杜琪峰JohnnieTo 
侯克明KemingHou 监制ExecutiveProducer
黄嘉倩CacineWong 
郑兆强Siu-keungCheng 
罗永昌Wing-cheongLaw 
余家安BruceYu 
余家安BruceYu 
马克.加巴里诺MarkGarbarino 
罗永昌Wing-cheongLaw 
麦启光AlbertKai-kwongMak 
罗柏禹CharlieLo 
莫美华MayMok 
马文现StephenMa 
林峰FengLin 
孙梦飞MengfeiSun 动作指导ActionChoreography
邝庭晃TingFongKwong 
黄华和WahWoWong "
PTU,https://movie.douban.com/subject/1302434/,杜琪峰,欧健儿/游乃海,8.2, 剧情 / 犯罪,中国香港,2004,任达华/邵美琪/林雪/黄卓玲/黄浩然/高雄/卢海鹏,2003-04-17(中国香港),88,粤语,106377,反黑组警长肥沙（林雪饰），不慎丢失手枪。这件事非同小可，如果手枪被匪徒用去行凶，肥沙将大祸临头。PTU（警察机动部队）警官何文展（任达华饰）出于义气，答应一定会在天亮之前寻回手枪，带几名手下开展了寻枪行动。另一方面，却在横生枝节：警员Kat（邵美琪饰）死守纪律，坚持要将此事汇报上级处理；而在同一晚，CID的Madam张（黄卓玲饰）在接手一单黑社会谋杀案时，怀疑肥沙与黑社会有染，由此与PTU发生意见分歧。人与人，部门与部门之间的矛盾、争斗和角力，在夜幕中徐徐拉开。而第二天清早，揭晓的真相，原来都在他们的意料之外……,,"杜琪峰JohnnieTo 导演Director
任达华SimonYam 演员Actor(饰何文展)
邵美琪MaggieSiu 演员Actress
林雪SuetLam 演员Actor
黄卓玲RubyWong 演员Actress
黄浩然RaymondWongHo-Yin 演员Actor
高雄EddyKo 演员Actor
卢海鹏Hoi-PangLo 演员Actor
元宝BoYuen 演员Actor
张满源KennethCheung 演员Actor
利沙华CourtneyWu 演员Actor
张志平ChiPingChang 演员Actor
赵志诚ChiuChiShing 演员Actor(饰马尾哥)
赵珉和TamiyasuCho 演员Actor
黄志伟ChiWaiWong 演员Actor
王天林Tian-linWang 演员Actor
郑保瑞Pou-SoiCheang 演员Actor
欧健儿Kin-YeeAu 编剧Writer
游乃海Nai-HoiYau 编剧Writer
杜琪峰JohnnieTo 
丁云山WanSanDing 策划AssociateProducer
钟志荣ChiWingChung 
郑兆强Siu-keungCheng 
罗永昌Wing-cheongLaw 
叶淑华SukieYip 
罗永昌Wing-cheongLaw 
马文现StephenMa 
黄华和WahWoWong "
忘不了,https://movie.douban.com/subject/1308749/,尔冬升,阮世生,7.8, 剧情 / 爱情,中国香港,2004,张柏芝/刘青云/古天乐/原岛大地/秦沛/鲍起静/江美仪,2003-11-20(中国香港),109,粤语,72680,阿文（古天乐饰）是一个小巴司机，在一次交通意外中丧生了，他的新婚妻子小慧（张栢芝饰）强忍伤痛也要继续生活下去，还要照顾阿文与前妻生下的儿子乐乐（原岛大地饰）。她开着阿文生前用过的小巴开始新的生活，可是行内的人都看不起这个女小巴司机，踌躇满志却处处碰壁。大辉（刘青云饰）同情她的遭遇，便开始教授她一些在行内需要注意的行规以及竞争的方法。迫于生活的压力，小慧想让乐乐过上好生活，便打算把乐乐交给他的生母抚养，大辉出面阻止，并承诺帮忙抚养乐乐，但其实大辉心中也有不少解不开的结，两个同样心事重重的人，走到了一起。,第10届中国电影华表奖(2004) 优秀合拍片奖 ,"尔冬升Tung-shingYee 导演Director
张柏芝CeciliaCheung 演员Actress
刘青云SeanLau 演员Actor
古天乐LouisKoo 演员Actor
原岛大地DaichiHarashima 演员Actor
秦沛PaulChun 演员Actor
鲍起静HeeChingPaw 演员Actress
江美仪ElenaKong 演员Actress
陆剑明JamieLuk 演员Actor
吴良荣TommyNg 演员Actor
邵美琪MaggieSiu 演员Actress
李珊珊San-sanLee 演员Actress
苏志威EdmondSo 演员Actor
陈惠敏Wai-ManChan 演员Actor
阮世生JamesYuen 编剧Writer
方平HenryFong 
林炳坤BingkunLin 策划AssociateProducer
金培达PeterKam 
姜国民Kwok-ManKeung "
大丈夫,https://movie.douban.com/subject/1305179/,彭浩翔,彭浩翔/叶念琛/李敏,7.5, 剧情 / 喜剧,中国香港,2004,曾志伟/陈小春/杜汶泽/贾宗超/毛舜筠/卢巧音/李茏怡/原子鏸/梁家辉/吴君如/詹瑞文,2003-09-11(中国香港),98,粤语/普通话,45563,一天，郭天佑(曾志伟饰)、李永祥(陈小春饰)、徐娇(杜汶泽饰)及洪国波(贾宗超饰)四人突然不约而同离开工作岗位，换上他们绝少穿着的黑色西装，搭上毫不起眼的普通的士，准备进行一项神秘行动：14小时的“偷食”行动。原来他们的老婆或恋人——一众太太团结伴到泰国拜佛，因而获得彻底自由的14小时。/　　他们小心策划，部署一切，务求不会浪费时间。如期出发后，行动却意外频生、处处碰壁，大家开始怀疑意外并非偶然，而是有人暗中破坏，甚至怀疑四人中有告密者存在。与此同时，一辆神秘车子更是一直跟踪着他们。原来四人的太太女友突然折返，打算联手截击他们的“偷食”行动。“偷食”行动能否如期进行，又将如何收场呢？,第23届香港电影金像奖(2004) 最佳男配角新晋导演 梁家辉彭浩翔,"彭浩翔Ho-CheungPang 导演Director
曾志伟EricTsang 演员Actor(饰郭天佑)
陈小春JordanChan 演员Actor(饰李永祥)
贾宗超ZongchaoJia 演员Actor
毛舜筠TeresaMo 演员Actress
卢巧音CandyLo 演员Actress
李茏怡TiffanyLee 演员Actress
原子鏸MarshaYuen 演员Actress
梁家辉TonyLeung 演员Actor
吴君如SandraNg 演员Actress
詹瑞文Sui-manChim 演员Actor
洪智杰OsmanHungChi-Kit 演员Actor
李与霏EllenLi 演员Actress
吴家乐CarloNgKa-Lok 演员Actor
高磊LeiGao 演员Actor
易冰如Ping-yueYee 演员Actress(饰祥外母)
谭咏麟AlanTam 自己Self
洪金宝SammoHungKam-Bo 自己Self
秦楠LamChun 演员Actress(饰酒店模特儿)
钱嘉乐KarLokChin 自己Self
文诗琪YokiMan 演员Actress(饰黎小姐)
庄欣玲ChongYan-Ling 演员Actress(饰酒店模特儿)
张志德CollinCheung 配音Voice(配足球评述员)
彭浩翔Ho-CheungPang 演员Actor
陈雅伦EllenChan 自己Self
林苑YuanLin 演员Actress
利沙华CourtneyWu 演员Actor
韩君婷BelindaHamnett 演员Actress
麦家琪TeresaMak 演员Actress
车婉婉StephanieChe 演员Actress
葛民辉EricKot 演员Actor
蒋怡CocoChiang 演员Actress
陈键锋SammulChanKin-Fung 演员Actor
玛利亚MariaCordero 演员Actress
曾国祥DerekTsang 演员Actor(饰青年郭天佑)
张达明Tat-MingCheung 演员Actor
林雪SuetLam 演员Actor
吕颂贤JackieLuiChung-yin 演员Actor
陈百祥Pak-cheungChan 演员Actor
王合喜KenWong 演员Actor
彭浩翔Ho-CheungPang 编剧Writer
叶念琛PatrickKong 编剧Writer
李敏EricaLi 编剧Writer
陈百祥Pak-cheungChan 
曾志伟EricTsang 
金培达PeterKam 
禇镇东AnthonyChue 
李栋全WendersLi 
谢凯荣EricTseHoiWing 
彭怀安EddiePang "
豪情,https://movie.douban.com/subject/1307368/,林超贤/陈庆嘉,陈庆嘉,6.3, 剧情 / 喜剧,中国香港,2004,古天乐/陈奕迅/何超仪/周励淇/应采儿/谷祖琳/刘以达,2003/10/30,121,粤语,7507,阿忠（陈奕迅饰）大学毕业后加入了一家杂志社，和从电视台跳槽过来的Andy（古天乐饰）成了好友。不久，杂志社因经营不善两人被解雇了。阿忠和Andy和一班旧同事开始合股进行共同创业，不久阿忠进入了一份报纸当成人版主编。阿忠他们先是创办了一本面向年轻人的杂志《look街》，结果第一期一本都没卖出去，他们的第一本杂志宣告失败。/　　Andy经过调查，发现出版最多就是成人杂志和教科书。众人经一番讨论，决定出版一本色情杂志……,第23届香港电影金像奖(2004) 最佳女配角 何超仪,"陈庆嘉Hing-KaChan 导演Director
林超贤DanteLam 导演Director
古天乐LouisKoo 演员Actor
陈奕迅EasonChan 演员Actor
何超仪JosieHo 演员Actress
周励淇NikiChow 演员Actress
应采儿CherrieYing 演员Actress
谷祖琳JolaneKoo 演员Actress
刘以达TatsLau 演员Actor
周子濠WilliamChow 演员Actor
谭天宝Tin-BoTam 演员Actor/Actress
沈卓盈JessShumCheukYing 演员Actress
高志森CliftonKo 演员Actor
李修贤DannyLee 演员Actor
邹凯光MattChow 演员Actor
陈果FruitChan 演员Actor
陈庆嘉Hing-KaChan 编剧Writer
钱小蕙AmyChin 
陈庆嘉Hing-KaChan 
古天乐LouisKoo 
黄永恒Wing-HungWong 
柯星沛Sing-PuiO 
黄国雄SamuelWong 发型师HairArtist"
少年阿虎,https://movie.douban.com/subject/1301562/,李仁港,邝文伟/李仁港/周燕娴/邓汉强,6.1, 剧情 / 动作 / 爱情,中国香港/韩国,2004,吴建豪/安志杰/谭俊彦/金贤珠/周永恒/黄又南/刘家辉/钱嘉乐/狄龙/姜大卫,2003-12-03(中国香港),103,粤语/韩语/英语,6753,温柔美丽的韩藉华侨金美娇（金贤珠饰）为逃避感情创伤，只身来到香港。希望过一段安静生活的美娇，碰巧受到前大学同学的邀请，当上大学暑假班韩文教师。第一堂课上，她便遇上了反叛不羁的学生于建邦（吴建豪饰）。这个沉默寡言、在课堂上一直打瞌睡的学生，并没有给美娇留下好印象，两人互相敌对对方。/　　慢慢地，美娇开始对这个执着并倔强的男孩有了好感，建邦对于拳击的热爱也深深感染了美娇，两人竟渐渐产生了微妙的爱的感觉。建邦一直梦想能与顶级拳手阿TANK（安志杰饰）在擂台上一决高下，便开始努力争取出赛资格。然而一波三折，建邦圆梦无望。与此同时，美娇的旧情人来到香港，她竟要重回旧情人的怀抱。,,"李仁港DanielLee 导演Director
吴建豪VannessWu 演员Actor
安志杰AndyOn 演员Actor
谭俊彦ShaunTam 演员Actor
金贤珠Hyun-jooKim 演员Actress
周永恒RoyChow 演员Actor
黄又南You-NamWong 演员Actor
刘家辉ChiaHuiLiu 演员Actor
钱嘉乐KarLokChin 演员Actor
狄龙LungTi 演员Actor
姜大卫DavidChiang 演员Actor
里卡多·马姆多RicardoMamood 演员Actor
冼林煜PomsonShi 演员Actor
黄燕强WongYinKeung 演员Actor/Actress
周美成Mei-ShingChow 演员Actor
裘德·普瓦耶JudePoyer 演员Actor
卢惠光KenLo 演员Actor
周比利BillyChow 演员Actor
布兰登·雷亚BrandonRhea 演员Actor
邝文伟AbeKwong 编剧Writer
周燕娴YinHanChow 编剧Writer
邓汉强MatthewTang 编剧Writer
禤嘉珍CatherineHunGa-Jan 监制ExecutiveProducer
林炳坤BingkunLin 行政监制AdministrativeProducer
黎允文HenryLai 
钟炜钊WaiChiuChung 
王庆生KenWong 混音SoundMixing
钱嘉乐KarLokChin 动作指导ActionChoreography"
恋之风景,https://movie.douban.com/subject/1308672/,黎妙雪,黎妙雪/厉河,6.8, 剧情 / 爱情 / 动画,中国香港/法国,2004,林嘉欣/郑伊健/刘烨/苏瑾/黄觉/黄素影/陈荣照,2003-10-16(中国香港)/2003-09-02(威尼斯电影节),100,粤语,16534,曼儿（林嘉欣饰）为了寻找男友德森（郑伊健饰）生前的一幅画来到了青岛。男友因为遗传性的疾病而离开了她，曼儿一直想找到这个画中的景象。青岛是德森小时候生活的地方，她想在这里能找到线索。/　　来到青岛后的她认识了乐于助人的邮差小烈（刘烨饰），小烈更乐于帮助曼儿寻找画中景象。但没想到的是小烈与曼儿之间的感情发生了微妙的变化，使曼儿不知所措，百般滋味在心头……,,"黎妙雪Miu-suetLai 导演Director
林嘉欣KarenaLam 演员Actress
郑伊健EkinCheng 演员Actor/Actress
刘烨YeLiu 演员Actor
苏瑾JinSu 演员Actress
黄觉JueHuang 演员Actor
黄素影SuyingHuang 演员Actress
陈荣照AndyChan 演员Actor
姜蓉JoyceGeung 演员Actress(饰120救护人员)
黎妙雪Miu-suetLai 编剧Writer
厉河Hok-CheungLui 编剧Writer
关锦鹏StanleyKwan 
黄岳泰ArthurWong 
林炳坤BingkunLin 出品人Presenter
梅林茂ShigeruUmebayashi 
黄岳泰ArthurWong 
彭发DannyPang 
陆文华Man-WahLuk 
张叔平WilliamChang 
王庆生KenWong 混音SoundMixing"
千机变,https://movie.douban.com/subject/1307740/,林超贤/甄子丹,陈庆嘉/吴炜伦,5.9, 喜剧 / 动作 / 恐怖 / 冒险,中国香港,2004,钟欣潼/蔡卓妍/郑伊健/何超仪/成龙/陈冠希/莫文蔚/黄秋生/张达明/杜汶泽,2003-06-24(中国香港),88,粤语,97254,Reeve（郑伊健饰）是一个僵尸猎人，每次出动前都要喝下药水变得半人半僵尸才能发挥功力。他的前搭档Lila（何超仪饰）因一次行动中丧生，由Gypsy（钟欣桐饰）来接替。她的到来令Reeve的妹妹Helen（蔡卓妍饰）很不满，两女更大打出手。/　　僵尸王子Kazaf（陈冠希饰）与仆人Prada（黄秋生饰）靠父亲僵尸王寄来的血浆生活，他生性善良，从来不会伤害无辜。Helen邂逅了帅气的Kazaf。一天Kazaf被僵尸伯爵追杀受伤，Helen得知他的身份后，毅然帮他到医院偷血，还把他带回家。原来僵尸圣典《DayforNight》就在Kazaf手上。/　　Reeve因一次行动后找不到解药，因此变成了僵尸，还差点杀掉了自己的妹妹，迫于无奈之下，Gypsy把心爱的Reeve杀掉，Helen也为着要救回落入僵尸伯爵手中的Kazaf，与Gypsy联手进攻。,"第40届台北金马影展(2003) 金马奖最佳动作设计金马奖最佳视觉效果 甄子丹黄宏显
第4届华语电影传媒大奖(2004) 最受欢迎女演员 蔡卓妍","林超贤DanteLam 导演Director
甄子丹DonnieYen 导演Director
钟欣潼GillianChung 演员Actress(饰Gypsy)
蔡卓妍CharleneChoi 演员Actress(饰Helen)
郑伊健EkinCheng 演员Actor/Actress(饰Reeve)
何超仪JosieHo 演员Actress
成龙JackieChan 演员Actor
陈冠希EdisonChen 演员Actor(饰Kazaf)
莫文蔚KarenMok 演员Actress(饰Ivy)
黄秋生AnthonyWongChau-Sang 演员Actor
张达明Tat-MingCheung 演员Actor
伍允龙PhilipNg 演员Actor
黄燕强WongYinKeung 演员Actor/Actress
黎志伟Chi-WaiLai 演员Actor
里卡多·马姆多RicardoMamood 演员Actor
梁敏仪WinnieLeung 演员Actress
蒋雅文MandyChiang 演员Actress
杰森·庄JasonChong 演员Actor
米基·哈特MickeyHardt 演员Actor
丹尼尔·奥尼尔DanielO'Neill 演员Actor
MatthewSturgessMatthewSturgess 演员Actor/Actress
陈庆嘉Hing-KaChan 编剧Writer
吴炜伦WaiLunNg 编剧Writer
杨受成AlbertYeung 
张承勷CarlCHANG 制片人Producer
陈光荣KwongWingChan 
张文宝ManPoCheung 
陈祺合Ki-hopChan 
雷楚雄BillLui 美术设计ArtDirector
黄国雄SamuelWong 发型师HairArtist
温皓HaoWen 
黄宏达VictorWong 
黄宏显EddyWong 
林伟文TerryLam 视觉特效VisualEffects
甄子丹DonnieYen 
曾景祥KinsonTsang "
功夫,https://movie.douban.com/subject/1291543/,周星驰,曾瑾昌/陈文强/周星驰/霍昕,8.8, 喜剧 / 动作 / 犯罪 / 奇幻,中国大陆/中国香港,2005,周星驰/元秋/元华/黄圣依/梁小龙/陈国坤/田启文/林子聪/林雪/冯克安/释彦能/冯小刚/袁祥仁/张一白/赵志凌/董志华/何文辉/陈凯师/贾康熙/林子善/任珈锐/王仕颖,2004-12-23(中国大陆/中国香港)/2015-01-15(中国大陆3D)/2004-09-14(多伦多电影节),100,粤语/汉语普通话/手语,1170747,1940年代的上海，自小受尽欺辱的街头混混阿星（周星驰）为了能出人头地，可谓窥见机会的缝隙就往里钻，今次他盯上行动日益猖獗的黑道势力“斧头帮”，想借之大名成就大业。/　　阿星假冒“斧头帮”成员试图在一个叫“猪笼城寨”的地方对居民敲诈，不想引来真的“斧头帮”与“猪笼城寨”居民的恩怨。“猪笼城寨”原是藏龙卧虎之处，居民中有许多身怀绝技者（元华、梁小龙等），他们隐藏于此本是为远离江湖恩怨，不想麻烦自动上身，躲都躲不及。而在观战正邪两派的斗争中，阿星逐渐领悟功夫的真谛。,,"周星驰StephenChow 导演Director
周星驰StephenChow 演员Actor(饰星)
元秋QiuYuen 演员Actress(饰包租婆)
元华WahYuen 演员Actor(饰二叔公)
黄圣依EvaHuang 演员Actor/Actress(饰芳)
梁小龙Siu-LungLeung 演员Actor(饰火云邪神)
陈国坤Kwok-KwanChan 演员Actor(饰斧头帮大佬琛)
田启文KaiManTin 演员Actor(饰斧头帮师爷)
林子聪TzeChungLam 演员Actor(饰骨)
林雪SuetLam 演员Actor(饰斧头帮二当家)
冯克安Hark-OnFung 演员Actor(饰地残)
释彦能YannengShi 演员Actor(饰苦力强)
冯小刚XiaogangFeng 演员Actor(饰鳄鱼帮大佬)
袁祥仁Cheung-YanYuen 演员Actor(饰流浪汉)
张一白YibaiZhang 演员Actor(饰探长)
赵志凌Chi-LingChiu 演员Actor(饰裁缝)
董志华ZhihuaDong 演员Actor(饰油炸鬼)
何文辉WenhuiHe 演员Actor(饰酱爆)
陈凯师Kai-ShiChen 演员Actress(饰龅牙珍)
贾康熙KangxiJia 演员Actor(饰天残)
林子善Chi-SingLam 演员Actor(饰恶霸顽童)
任珈锐JiaruiRen 演员Actress(饰苏丝)
王仕颖ShiyingWang 演员Actor/Actress(饰小芳)
冯勉恒MinHunFung 演员Actor(饰四眼文员)
范湉湉TiantianFan 演员Actress(饰舞女)
杨能NengYang 演员Actor(饰街坊)
黄锐民OliverWong 演员Actor(饰探长)
姜瑰瑾GuijinJiang 配音Voice
丁小龙XiaolongDing 演员Actor(饰金牌打手)
张明明MingmingZhang 演员Actor(饰银牌打手)
林志泰ChiTaiLam 演员Actor
程守一BillySauYatChing 演员Actor
朱剑峰JianfengZhu 演员Actor
钱升玮WellsonChin 演员Actor(饰街坊)
阮昊天HaotianYuan 演员Actor(饰小星)
沈悦YueShen 演员Actress
曾瑾昌Kan-CheungTsang 编剧Writer
陈文强ManKeungChan 编剧Writer
周星驰StephenChow 编剧Writer
霍昕XinHuo 编剧Writer
周星驰StephenChow 监制ExecutiveProducer
刘镇伟JeffreyLau 监制ExecutiveProducer
王中磊ZhongleiWang 监制ExecutiveProducer
比尔·伯顿BillBorden 执行监制ExecutiveProducer
吴锦超GamChiuNg 制片人Producer
王雅琳ConnieWong 策划AssociateProducer
韩三平SanpingHan 监制ExecutiveProducer
王中军ZhongjunWang 出品人Presenter
杨步亭ButingYang 出品人Presenter
崔宝珠PoChuChui 监制ExecutiveProducer
馮鳳珍RitaFung 策划AssociateProducer
周星驰StephenChow 音乐Music
黄英华Ying-WahWong 作曲Composer
刘家昌ChiaChangLiu 作曲Composer
商易YiShang 原创音乐OriginalMusic
潘恒生Hang-SangPoon 摄影指导DirectorofPhotography
林安儿AngieLam 剪辑Editor
黄锐民OliverWong 美术指导ArtDirector
陈顾方ShirleyChan 服装设计CostumeDesigner
蔡彦菁MaggieChoy 化妆Makeup
刘静仪SylviaLiu 第1副导演1stAssistantDirector
钱升玮WellsonChin 执行导演ExecutiveDirector
钟智行FrankieChung 视觉特效VisualEffects
汤米·汤姆TommyTom 
洪金宝SammoHungKam-Bo 动作指导ActionChoreography
袁和平Woo-pingYuen 动作指导ActionChoreography
蓝海瀚AllenLan 副武指MartialArtsDirector
袁信义Shun-YeeYuen 副武指MartialArtsDirector
谷轩昭Huan-ChiuKu 副武指MartialArtsDirector
陈纯昆Chun-KunChen 飞车特技CarStunts
陈少华Siu-WahChan 武师Stunts
林克明KeMingLin 副武指MartialArtsDirector"
